@relation 'acciones'
@attribute 'accion' { 'luz', 'calefaccion', 'aire-acondicionado', 'planchado', 'secado'}
@attribute 'estancia' {'salon', 'cocina', 'dormitorio_principal', 'pasillo', 'dormitorio_secundario' }
@attribute 'tiempo' numeric
@attribute 'tarifa' numeric
@attribute 'usuario' {'u1','u2','u3','u4'}
@data
'planchado','dormitorio_principal',46,0.139,'u1'
'planchado','cocina',106,0.15,'u1'
'secado','cocina',53,0.099,'u1'
'secado','dormitorio_principal',70,0.099,'u1'
'calefaccion','cocina',57,0.139,'u1'
'planchado','salon',60,0.099,'u1'
'calefaccion','salon',48,0.15,'u1'
'secado','pasillo',114,0.15,'u1'
'planchado','dormitorio_secundario',114,0.099,'u1'
'luz','cocina',71,0.15,'u1'
'luz','dormitorio_principal',32,0.139,'u1'
'secado','dormitorio_secundario',102,0.139,'u1'
'planchado','pasillo',14,0.099,'u1'
'luz','cocina',99,0.139,'u1'
'secado','salon',42,0.15,'u1'
'luz','pasillo',6,0.15,'u1'
'luz','pasillo',59,0.099,'u1'
'luz','dormitorio_principal',89,0.139,'u1'
'secado','pasillo',86,0.15,'u1'
'luz','pasillo',94,0.139,'u1'
'secado','cocina',14,0.099,'u1'
'planchado','cocina',9,0.15,'u1'
'secado','dormitorio_principal',98,0.15,'u1'
'luz','salon',120,0.139,'u1'
'planchado','pasillo',24,0.15,'u1'
'luz','salon',29,0.15,'u1'
'secado','dormitorio_secundario',24,0.15,'u1'
'luz','dormitorio_secundario',95,0.099,'u1'
'calefaccion','pasillo',46,0.139,'u1'
'secado','pasillo',27,0.15,'u1'
'luz','dormitorio_principal',58,0.15,'u1'
'calefaccion','dormitorio_principal',90,0.139,'u1'
'planchado','dormitorio_principal',32,0.099,'u1'
'calefaccion','cocina',81,0.139,'u1'
'planchado','dormitorio_principal',6,0.099,'u1'
'calefaccion','cocina',4,0.099,'u1'
'secado','dormitorio_secundario',96,0.099,'u1'
'secado','salon',62,0.15,'u1'
'luz','dormitorio_principal',112,0.15,'u1'
'calefaccion','salon',37,0.15,'u1'
'planchado','pasillo',78,0.099,'u1'
'planchado','dormitorio_principal',115,0.139,'u1'
'luz','salon',16,0.15,'u1'
'luz','dormitorio_principal',43,0.139,'u1'
'calefaccion','dormitorio_principal',38,0.15,'u1'
'planchado','pasillo',119,0.099,'u1'
'planchado','dormitorio_secundario',16,0.15,'u1'
'calefaccion','dormitorio_secundario',94,0.099,'u1'
'secado','dormitorio_principal',53,0.099,'u1'
'luz','dormitorio_principal',86,0.099,'u1'
'luz','pasillo',13,0.15,'u1'
'calefaccion','cocina',45,0.15,'u1'
'planchado','dormitorio_secundario',89,0.139,'u1'
'secado','dormitorio_principal',86,0.139,'u1'
'calefaccion','pasillo',93,0.099,'u1'
'secado','pasillo',1,0.099,'u1'
'planchado','salon',60,0.15,'u1'
'planchado','pasillo',2,0.099,'u1'
'calefaccion','dormitorio_principal',78,0.15,'u1'
'secado','dormitorio_secundario',50,0.15,'u1'
'calefaccion','dormitorio_secundario',26,0.139,'u1'
'luz','cocina',18,0.139,'u1'
'planchado','cocina',31,0.099,'u1'
'secado','pasillo',73,0.139,'u1'
'planchado','dormitorio_principal',68,0.139,'u1'
'planchado','pasillo',70,0.099,'u1'
'calefaccion','salon',28,0.139,'u1'
'luz','dormitorio_principal',14,0.099,'u1'
'calefaccion','cocina',73,0.15,'u1'
'secado','dormitorio_secundario',69,0.15,'u1'
'calefaccion','cocina',45,0.15,'u1'
'luz','salon',19,0.099,'u1'
'secado','dormitorio_principal',60,0.139,'u1'
'calefaccion','dormitorio_secundario',91,0.139,'u1'
'calefaccion','dormitorio_secundario',59,0.15,'u1'
'calefaccion','pasillo',39,0.15,'u1'
'calefaccion','pasillo',79,0.139,'u1'
'planchado','salon',50,0.099,'u1'
'secado','salon',101,0.099,'u1'
'planchado','salon',97,0.15,'u1'
'planchado','dormitorio_principal',30,0.099,'u1'
'calefaccion','salon',75,0.099,'u1'
'luz','dormitorio_secundario',110,0.099,'u1'
'secado','pasillo',13,0.15,'u1'
'secado','dormitorio_principal',79,0.139,'u1'
'luz','pasillo',46,0.099,'u1'
'secado','salon',21,0.15,'u1'
'calefaccion','pasillo',104,0.139,'u1'
'planchado','cocina',60,0.139,'u1'
'secado','pasillo',36,0.099,'u1'
'secado','cocina',31,0.15,'u1'
'calefaccion','pasillo',47,0.15,'u1'
'calefaccion','salon',28,0.139,'u1'
'secado','cocina',108,0.099,'u1'
'luz','dormitorio_secundario',36,0.139,'u1'
'planchado','dormitorio_principal',114,0.139,'u1'
'luz','pasillo',39,0.15,'u1'
'calefaccion','cocina',70,0.139,'u1'
'calefaccion','dormitorio_principal',1,0.099,'u1'
'secado','cocina',90,0.15,'u1'
'calefaccion','salon',34,0.15,'u1'
'planchado','dormitorio_secundario',116,0.099,'u1'
'luz','pasillo',92,0.099,'u1'
'calefaccion','salon',21,0.15,'u1'
'planchado','pasillo',86,0.099,'u1'
'calefaccion','cocina',72,0.15,'u1'
'calefaccion','salon',83,0.099,'u1'
'planchado','pasillo',59,0.099,'u1'
'luz','dormitorio_secundario',13,0.099,'u1'
'calefaccion','dormitorio_principal',52,0.139,'u1'
'calefaccion','cocina',36,0.139,'u1'
'calefaccion','cocina',90,0.15,'u1'
'secado','dormitorio_principal',66,0.099,'u1'
'planchado','dormitorio_principal',30,0.15,'u1'
'luz','dormitorio_principal',21,0.15,'u1'
'luz','pasillo',101,0.15,'u1'
'planchado','pasillo',120,0.099,'u1'
'calefaccion','dormitorio_secundario',50,0.15,'u1'
'secado','salon',32,0.099,'u1'
'luz','salon',107,0.099,'u1'
'planchado','salon',40,0.139,'u1'
'planchado','dormitorio_secundario',94,0.139,'u1'
'planchado','cocina',1,0.099,'u1'
'luz','dormitorio_secundario',25,0.139,'u1'
'planchado','dormitorio_principal',120,0.099,'u1'
'luz','dormitorio_principal',100,0.15,'u1'
'calefaccion','salon',30,0.139,'u1'
'calefaccion','salon',4,0.15,'u1'
'luz','dormitorio_principal',24,0.099,'u1'
'calefaccion','salon',11,0.099,'u1'
'calefaccion','pasillo',1,0.099,'u1'
'calefaccion','cocina',79,0.099,'u1'
'planchado','salon',7,0.139,'u1'
'planchado','pasillo',42,0.099,'u1'
'secado','pasillo',91,0.099,'u1'
'luz','dormitorio_secundario',21,0.15,'u1'
'planchado','salon',96,0.139,'u1'
'secado','pasillo',92,0.099,'u1'
'calefaccion','pasillo',50,0.099,'u1'
'secado','cocina',58,0.139,'u1'
'planchado','salon',8,0.15,'u1'
'calefaccion','dormitorio_principal',27,0.099,'u1'
'calefaccion','salon',40,0.15,'u1'
'luz','dormitorio_principal',59,0.139,'u1'
'luz','cocina',101,0.15,'u1'
'calefaccion','salon',68,0.15,'u1'
'luz','dormitorio_principal',51,0.15,'u1'
'luz','dormitorio_secundario',49,0.099,'u1'
'planchado','pasillo',4,0.139,'u1'
'secado','pasillo',62,0.15,'u1'
'luz','dormitorio_principal',29,0.15,'u1'
'luz','pasillo',37,0.099,'u1'
'planchado','cocina',95,0.15,'u1'
'luz','dormitorio_principal',107,0.15,'u1'
'secado','dormitorio_principal',96,0.099,'u1'
'luz','pasillo',25,0.15,'u1'
'luz','dormitorio_principal',90,0.139,'u1'
'calefaccion','cocina',106,0.15,'u1'
'luz','salon',26,0.099,'u1'
'planchado','cocina',64,0.139,'u1'
'planchado','pasillo',119,0.099,'u1'
'luz','salon',80,0.15,'u1'
'secado','dormitorio_principal',34,0.099,'u1'
'luz','pasillo',92,0.099,'u1'
'planchado','pasillo',104,0.099,'u1'
'calefaccion','dormitorio_secundario',19,0.099,'u1'
'planchado','pasillo',28,0.139,'u1'
'secado','salon',6,0.099,'u1'
'luz','dormitorio_secundario',36,0.15,'u1'
'secado','dormitorio_secundario',17,0.15,'u1'
'calefaccion','dormitorio_secundario',51,0.139,'u1'
'calefaccion','dormitorio_secundario',115,0.139,'u1'
'calefaccion','dormitorio_principal',67,0.139,'u1'
'luz','cocina',19,0.139,'u1'
'planchado','pasillo',71,0.099,'u1'
'calefaccion','dormitorio_secundario',106,0.15,'u1'
'calefaccion','pasillo',74,0.139,'u1'
'secado','pasillo',62,0.15,'u1'
'calefaccion','salon',20,0.099,'u1'
'luz','dormitorio_principal',21,0.099,'u1'
'luz','dormitorio_secundario',31,0.15,'u1'
'luz','cocina',55,0.099,'u1'
'calefaccion','dormitorio_secundario',102,0.15,'u1'
'luz','pasillo',73,0.099,'u1'
'secado','pasillo',49,0.139,'u1'
'planchado','cocina',74,0.139,'u1'
'luz','salon',56,0.15,'u1'
'luz','cocina',44,0.15,'u1'
'planchado','dormitorio_secundario',11,0.139,'u1'
'calefaccion','dormitorio_principal',16,0.139,'u1'
'secado','salon',87,0.15,'u1'
'calefaccion','cocina',23,0.139,'u1'
'secado','cocina',113,0.099,'u1'
'calefaccion','pasillo',91,0.099,'u1'
'secado','dormitorio_secundario',99,0.15,'u1'
'luz','cocina',67,0.15,'u1'
'planchado','pasillo',104,0.139,'u1'
'planchado','pasillo',66,0.139,'u1'
'planchado','pasillo',18,0.139,'u1'
'luz','dormitorio_principal',117,0.15,'u1'
'secado','salon',115,0.15,'u1'
'calefaccion','dormitorio_principal',73,0.139,'u1'
'secado','dormitorio_secundario',46,0.15,'u1'
'luz','pasillo',54,0.139,'u1'
'luz','salon',91,0.099,'u1'
'planchado','cocina',52,0.139,'u1'
'planchado','salon',79,0.139,'u1'
'secado','dormitorio_secundario',46,0.139,'u1'
'calefaccion','dormitorio_secundario',43,0.15,'u1'
'luz','salon',85,0.099,'u1'
'luz','cocina',42,0.15,'u1'
'luz','cocina',77,0.099,'u1'
'luz','salon',33,0.15,'u1'
'planchado','cocina',48,0.099,'u1'
'luz','salon',119,0.099,'u1'
'secado','dormitorio_principal',67,0.15,'u1'
'planchado','dormitorio_secundario',15,0.139,'u1'
'calefaccion','dormitorio_secundario',14,0.15,'u1'
'secado','dormitorio_secundario',37,0.15,'u1'
'secado','pasillo',77,0.139,'u1'
'calefaccion','dormitorio_principal',11,0.099,'u1'
'calefaccion','salon',21,0.099,'u1'
'secado','cocina',107,0.15,'u1'
'luz','salon',69,0.099,'u1'
'secado','salon',79,0.099,'u1'
'calefaccion','dormitorio_secundario',55,0.139,'u1'
'luz','pasillo',22,0.099,'u1'
'planchado','dormitorio_secundario',104,0.139,'u1'
'luz','pasillo',17,0.139,'u1'
'luz','dormitorio_secundario',1,0.15,'u1'
'luz','dormitorio_secundario',70,0.099,'u1'
'calefaccion','pasillo',93,0.099,'u1'
'calefaccion','dormitorio_principal',29,0.139,'u1'
'luz','cocina',49,0.15,'u1'
'planchado','dormitorio_principal',56,0.139,'u1'
'calefaccion','dormitorio_principal',100,0.099,'u1'
'planchado','cocina',74,0.15,'u1'
'planchado','dormitorio_principal',7,0.099,'u1'
'luz','cocina',11,0.15,'u1'
'luz','dormitorio_principal',12,0.099,'u1'
'secado','dormitorio_secundario',4,0.099,'u1'
'calefaccion','cocina',97,0.099,'u1'
'planchado','dormitorio_secundario',30,0.139,'u1'
'secado','cocina',37,0.099,'u1'
'planchado','cocina',102,0.099,'u1'
'calefaccion','cocina',89,0.099,'u1'
'planchado','pasillo',100,0.099,'u1'
'luz','dormitorio_secundario',61,0.139,'u1'
'planchado','pasillo',23,0.139,'u1'
'planchado','cocina',68,0.139,'u1'
'luz','pasillo',101,0.15,'u1'
'calefaccion','dormitorio_principal',82,0.099,'u1'
'calefaccion','salon',95,0.099,'u1'
'planchado','dormitorio_secundario',53,0.15,'u1'
'calefaccion','salon',47,0.15,'u1'
'calefaccion','pasillo',109,0.15,'u1'
'planchado','dormitorio_principal',58,0.139,'u1'
'planchado','dormitorio_principal',70,0.139,'u1'
'planchado','salon',25,0.15,'u1'
'secado','salon',74,0.099,'u1'
'planchado','dormitorio_principal',40,0.099,'u1'
'calefaccion','salon',111,0.15,'u1'
'calefaccion','salon',68,0.15,'u1'
'calefaccion','pasillo',111,0.15,'u1'
'calefaccion','dormitorio_secundario',74,0.139,'u1'
'luz','cocina',3,0.099,'u1'
'secado','salon',114,0.139,'u1'
'luz','dormitorio_secundario',117,0.139,'u1'
'planchado','dormitorio_secundario',23,0.099,'u1'
'secado','pasillo',32,0.15,'u1'
'calefaccion','pasillo',1,0.099,'u1'
'secado','salon',70,0.15,'u1'
'secado','salon',101,0.099,'u1'
'luz','dormitorio_secundario',111,0.099,'u1'
'calefaccion','salon',4,0.139,'u1'
'planchado','salon',43,0.099,'u1'
'luz','pasillo',87,0.139,'u1'
'calefaccion','dormitorio_secundario',94,0.139,'u1'
'calefaccion','salon',67,0.15,'u1'
'calefaccion','pasillo',46,0.15,'u1'
'planchado','dormitorio_secundario',98,0.15,'u1'
'secado','cocina',21,0.139,'u1'
'planchado','dormitorio_principal',90,0.099,'u1'
'calefaccion','cocina',56,0.099,'u1'
'planchado','cocina',30,0.139,'u1'
'planchado','dormitorio_principal',103,0.099,'u1'
'calefaccion','cocina',73,0.099,'u1'
'secado','pasillo',41,0.139,'u1'
'planchado','cocina',35,0.15,'u1'
'planchado','cocina',120,0.15,'u1'
'calefaccion','dormitorio_principal',46,0.099,'u1'
'luz','dormitorio_principal',83,0.139,'u1'
'planchado','salon',107,0.099,'u1'
'luz','pasillo',103,0.139,'u1'
'secado','cocina',65,0.15,'u1'
'luz','pasillo',65,0.099,'u1'
'secado','cocina',57,0.15,'u1'
'calefaccion','cocina',64,0.099,'u1'
'calefaccion','cocina',64,0.139,'u1'
'planchado','pasillo',79,0.15,'u1'
'luz','dormitorio_secundario',107,0.139,'u1'
'secado','pasillo',20,0.099,'u1'
'planchado','cocina',31,0.139,'u1'
'luz','pasillo',105,0.15,'u1'
'luz','dormitorio_secundario',17,0.139,'u1'
'calefaccion','salon',65,0.15,'u1'
'planchado','cocina',61,0.15,'u1'
'luz','dormitorio_secundario',25,0.099,'u1'
'secado','dormitorio_secundario',63,0.15,'u1'
'calefaccion','dormitorio_secundario',14,0.099,'u1'
'secado','salon',28,0.139,'u1'
'luz','dormitorio_secundario',24,0.139,'u1'
'secado','dormitorio_secundario',117,0.15,'u1'
'planchado','dormitorio_principal',58,0.139,'u1'
'planchado','cocina',32,0.099,'u1'
'secado','dormitorio_principal',98,0.15,'u1'
'calefaccion','salon',49,0.15,'u1'
'planchado','cocina',19,0.139,'u1'
'luz','salon',91,0.099,'u1'
'secado','dormitorio_principal',46,0.15,'u1'
'planchado','pasillo',79,0.099,'u1'
'calefaccion','dormitorio_principal',1,0.099,'u1'
'secado','dormitorio_secundario',68,0.099,'u1'
'luz','pasillo',23,0.15,'u1'
'luz','cocina',81,0.099,'u1'
'calefaccion','pasillo',13,0.15,'u1'
'calefaccion','cocina',116,0.139,'u1'
'calefaccion','cocina',118,0.15,'u1'
'secado','salon',96,0.099,'u1'
'planchado','cocina',84,0.139,'u1'
'planchado','dormitorio_principal',118,0.099,'u1'
'planchado','salon',120,0.139,'u1'
'secado','dormitorio_principal',29,0.099,'u1'
'luz','salon',99,0.099,'u1'
'calefaccion','cocina',30,0.099,'u1'
'calefaccion','salon',81,0.139,'u1'
'luz','dormitorio_secundario',100,0.099,'u1'
'secado','dormitorio_secundario',71,0.099,'u1'
'calefaccion','pasillo',70,0.139,'u1'
'luz','dormitorio_secundario',75,0.139,'u1'
'planchado','pasillo',109,0.099,'u1'
'calefaccion','dormitorio_secundario',65,0.15,'u1'
'calefaccion','cocina',76,0.139,'u1'
'calefaccion','salon',61,0.15,'u1'
'secado','salon',84,0.15,'u1'
'calefaccion','salon',7,0.139,'u1'
'secado','dormitorio_principal',98,0.15,'u1'
'luz','dormitorio_secundario',1,0.099,'u1'
'calefaccion','pasillo',86,0.15,'u1'
'calefaccion','pasillo',90,0.139,'u1'
'calefaccion','dormitorio_principal',95,0.15,'u1'
'calefaccion','dormitorio_principal',2,0.099,'u1'
'secado','salon',91,0.139,'u1'
'calefaccion','pasillo',118,0.139,'u1'
'calefaccion','salon',8,0.15,'u1'
'calefaccion','pasillo',107,0.099,'u1'
'secado','salon',6,0.099,'u1'
'calefaccion','salon',83,0.15,'u1'
'planchado','dormitorio_secundario',82,0.139,'u1'
'calefaccion','pasillo',94,0.099,'u1'
'calefaccion','dormitorio_secundario',119,0.15,'u1'
'luz','salon',88,0.099,'u1'
'secado','dormitorio_principal',15,0.139,'u1'
'secado','pasillo',118,0.139,'u1'
'calefaccion','salon',68,0.139,'u1'
'planchado','cocina',13,0.139,'u1'
'luz','pasillo',32,0.15,'u1'
'luz','cocina',69,0.099,'u1'
'luz','salon',39,0.139,'u1'
'luz','cocina',82,0.139,'u1'
'calefaccion','salon',40,0.15,'u1'
'secado','dormitorio_principal',15,0.139,'u1'
'planchado','pasillo',36,0.139,'u1'
'luz','salon',54,0.099,'u1'
'calefaccion','cocina',8,0.15,'u1'
'luz','pasillo',80,0.139,'u1'
'luz','cocina',106,0.15,'u1'
'secado','pasillo',32,0.139,'u1'
'planchado','dormitorio_principal',102,0.15,'u1'
'planchado','dormitorio_secundario',107,0.099,'u1'
'luz','dormitorio_principal',51,0.139,'u1'
'luz','cocina',33,0.139,'u1'
'calefaccion','pasillo',35,0.15,'u1'
'luz','dormitorio_secundario',56,0.15,'u1'
'luz','dormitorio_secundario',50,0.099,'u1'
'planchado','salon',25,0.15,'u1'
'planchado','dormitorio_secundario',75,0.099,'u1'
'luz','dormitorio_secundario',65,0.139,'u1'
'secado','salon',62,0.139,'u1'
'luz','pasillo',29,0.15,'u1'
'secado','cocina',105,0.139,'u1'
'calefaccion','pasillo',52,0.099,'u1'
'secado','dormitorio_principal',1,0.15,'u1'
'calefaccion','salon',40,0.099,'u1'
'calefaccion','salon',65,0.099,'u1'
'calefaccion','cocina',75,0.099,'u1'
'calefaccion','dormitorio_principal',62,0.099,'u1'
'calefaccion','salon',97,0.139,'u1'
'secado','cocina',77,0.139,'u1'
'luz','dormitorio_principal',73,0.139,'u1'
'luz','dormitorio_secundario',12,0.15,'u1'
'planchado','dormitorio_secundario',58,0.139,'u1'
'luz','dormitorio_secundario',63,0.15,'u1'
'luz','dormitorio_secundario',28,0.139,'u1'
'luz','dormitorio_principal',47,0.099,'u1'
'secado','dormitorio_principal',73,0.15,'u1'
'planchado','salon',2,0.099,'u1'
'planchado','dormitorio_secundario',44,0.15,'u1'
'planchado','pasillo',60,0.139,'u1'
'luz','cocina',64,0.139,'u1'
'planchado','pasillo',93,0.099,'u1'
'planchado','pasillo',30,0.099,'u1'
'secado','pasillo',117,0.139,'u1'
'secado','cocina',37,0.139,'u1'
'calefaccion','dormitorio_secundario',29,0.099,'u1'
'planchado','salon',109,0.139,'u1'
'planchado','salon',64,0.15,'u1'
'secado','pasillo',73,0.139,'u1'
'planchado','salon',73,0.139,'u1'
'planchado','salon',72,0.099,'u1'
'planchado','salon',78,0.139,'u1'
'planchado','pasillo',43,0.15,'u1'
'planchado','dormitorio_principal',90,0.139,'u1'
'calefaccion','salon',69,0.15,'u1'
'calefaccion','dormitorio_principal',29,0.15,'u1'
'planchado','cocina',79,0.15,'u1'
'luz','pasillo',78,0.15,'u1'
'planchado','dormitorio_secundario',49,0.099,'u1'
'planchado','salon',80,0.15,'u1'
'secado','cocina',111,0.099,'u1'
'calefaccion','pasillo',92,0.15,'u1'
'calefaccion','salon',65,0.15,'u1'
'planchado','dormitorio_secundario',4,0.139,'u1'
'planchado','pasillo',88,0.139,'u1'
'planchado','dormitorio_principal',78,0.15,'u1'
'planchado','dormitorio_secundario',39,0.15,'u1'
'calefaccion','salon',44,0.15,'u1'
'planchado','salon',91,0.15,'u1'
'luz','dormitorio_secundario',85,0.139,'u1'
'planchado','salon',18,0.099,'u1'
'secado','cocina',43,0.139,'u1'
'planchado','dormitorio_principal',53,0.15,'u1'
'secado','pasillo',68,0.15,'u1'
'planchado','dormitorio_principal',104,0.099,'u1'
'planchado','dormitorio_secundario',111,0.139,'u1'
'calefaccion','dormitorio_principal',10,0.15,'u1'
'calefaccion','dormitorio_principal',97,0.15,'u1'
'planchado','dormitorio_principal',56,0.099,'u1'
'calefaccion','dormitorio_principal',91,0.15,'u1'
'luz','pasillo',120,0.139,'u1'
'planchado','dormitorio_secundario',83,0.139,'u1'
'luz','salon',50,0.099,'u1'
'planchado','pasillo',77,0.099,'u1'
'calefaccion','cocina',4,0.15,'u1'
'secado','salon',35,0.15,'u1'
'luz','salon',52,0.15,'u1'
'secado','pasillo',6,0.139,'u1'
'secado','salon',26,0.15,'u1'
'secado','salon',53,0.15,'u1'
'calefaccion','dormitorio_secundario',50,0.139,'u1'
'planchado','dormitorio_secundario',45,0.139,'u1'
'calefaccion','salon',11,0.139,'u1'
'planchado','dormitorio_secundario',108,0.15,'u1'
'planchado','cocina',52,0.15,'u1'
'secado','dormitorio_secundario',71,0.139,'u1'
'secado','cocina',16,0.15,'u1'
'luz','salon',20,0.099,'u1'
'planchado','dormitorio_secundario',39,0.15,'u1'
'luz','dormitorio_secundario',80,0.139,'u1'
'luz','cocina',108,0.139,'u1'
'calefaccion','cocina',27,0.099,'u1'
'secado','dormitorio_principal',107,0.139,'u1'
'luz','dormitorio_principal',42,0.15,'u1'
'luz','salon',91,0.15,'u1'
'luz','cocina',33,0.15,'u1'
'planchado','pasillo',100,0.139,'u1'
'secado','dormitorio_principal',90,0.099,'u1'
'secado','cocina',53,0.139,'u1'
'secado','dormitorio_secundario',13,0.099,'u1'
'planchado','cocina',25,0.15,'u1'
'luz','salon',59,0.139,'u1'
'secado','pasillo',81,0.139,'u1'
'calefaccion','salon',108,0.139,'u1'
'calefaccion','salon',17,0.139,'u1'
'secado','salon',73,0.15,'u1'
'secado','salon',56,0.099,'u1'
'luz','pasillo',10,0.139,'u1'
'planchado','dormitorio_secundario',41,0.15,'u1'
'calefaccion','dormitorio_principal',7,0.15,'u1'
'luz','cocina',77,0.099,'u1'
'luz','salon',94,0.099,'u1'
'luz','salon',75,0.15,'u1'
'calefaccion','cocina',42,0.139,'u1'
'calefaccion','pasillo',47,0.15,'u1'
'secado','dormitorio_principal',99,0.099,'u1'
'calefaccion','dormitorio_principal',109,0.139,'u1'
'luz','cocina',12,0.139,'u1'
'calefaccion','pasillo',42,0.099,'u1'
'planchado','dormitorio_principal',48,0.139,'u1'
'secado','cocina',85,0.15,'u1'
'planchado','cocina',50,0.15,'u1'
'luz','cocina',101,0.099,'u1'
'luz','dormitorio_secundario',63,0.099,'u1'
'planchado','dormitorio_principal',56,0.099,'u1'
'luz','dormitorio_secundario',113,0.099,'u1'
'calefaccion','pasillo',105,0.139,'u1'
'secado','dormitorio_secundario',106,0.099,'u1'
'secado','salon',47,0.099,'u1'
'planchado','cocina',63,0.099,'u1'
'secado','pasillo',5,0.15,'u1'
'secado','pasillo',25,0.139,'u1'
'planchado','cocina',113,0.139,'u1'
'secado','pasillo',70,0.15,'u1'
'luz','salon',70,0.139,'u1'
'secado','salon',14,0.099,'u1'
'planchado','cocina',94,0.099,'u1'
'planchado','pasillo',114,0.139,'u1'
'calefaccion','dormitorio_secundario',118,0.139,'u1'
'secado','dormitorio_secundario',69,0.099,'u1'
'secado','dormitorio_principal',70,0.099,'u1'
'planchado','pasillo',77,0.15,'u1'
'planchado','cocina',107,0.139,'u1'
'luz','dormitorio_principal',104,0.099,'u1'
'planchado','cocina',103,0.15,'u1'
'luz','cocina',34,0.099,'u1'
'calefaccion','dormitorio_principal',109,0.139,'u1'
'calefaccion','dormitorio_secundario',70,0.15,'u1'
'luz','cocina',105,0.15,'u1'
'planchado','cocina',59,0.15,'u1'
'planchado','dormitorio_principal',49,0.15,'u1'
'luz','pasillo',116,0.139,'u1'
'secado','cocina',84,0.099,'u1'
'secado','dormitorio_principal',72,0.139,'u1'
'secado','dormitorio_principal',86,0.139,'u1'
'luz','dormitorio_secundario',27,0.099,'u1'
'calefaccion','dormitorio_secundario',18,0.15,'u1'
'luz','dormitorio_secundario',23,0.139,'u1'
'planchado','pasillo',85,0.15,'u1'
'planchado','cocina',38,0.099,'u1'
'calefaccion','salon',26,0.15,'u1'
'calefaccion','pasillo',116,0.139,'u1'
'luz','cocina',4,0.15,'u1'
'planchado','cocina',64,0.139,'u1'
'calefaccion','cocina',37,0.139,'u1'
'secado','cocina',76,0.139,'u1'
